id,unidade,curso,ano,modalidade,chamada,nota_linguagens,nota_humanas,nota_natureza,nota_matematica,nota_redacao,nota_final,nota_redacao_c1,nota_redacao_c2,nota_redacao_c3,nota_redacao_c4,nota_redacao_c5,redacao
64,Poli,Engenharia Química,2020,Ampla Concorrência (AC),,641.0,674.0,707.0,817.0,920.0,748.0,,,,,,
64,Poli,Engenharia Química,2020,Ampla Concorrência (AC),,631.0,704.0,729.0,876.0,960.0,777.0,,,,,,
64,Poli,Engenharia Química,2020,Ampla Concorrência (AC),,709.5,772.3,718.5,881.8,920.0,795.0,,,,,,
64,Poli,Engenharia Química,2020,Ampla Concorrência (AC),,619.6,697.0,731.9,854.9,900.0,760.17,,,,,,
74,FCF,Farmácia Bioquímica,2017,Escola Pública (EP),,643.2,670.7,657.5,766.2,820.0,710.2,160.0,160.0,160.0,180.0,160.0,
74,FCF,Farmácia Bioquímica,2019,"Pretos, Pardos e Indígenas (PPI)",,635.5,631.5,559.5,735.4,980.0,701.18,180.0,200.0,200.0,200.0,200.0,
74,FCF,Farmácia Bioquímica,2019,Escola Pública (EP),,599.4,676.8,639.6,785.9,800.0,696.62,160.0,160.0,140.0,160.0,180.0,
74,FCF,Farmácia Bioquímica,2019,Escola Pública (EP),,577.1,655.1,622.8,694.4,860.0,678.65,180.0,140.0,160.0,180.0,200.0,
74,FCF,Farmácia Bioquímica,2020,"Pretos, Pardos e Indígenas (PPI)",,610.5,636.9,600.7,711.8,860.0,680.36,,,,,,
74,FCF,Farmácia Bioquímica,2020,"Pretos, Pardos e Indígenas (PPI)",,639.2,641.7,665.1,756.1,800.0,702.76,160.0,160.0,160.0,160.0,160.0,
74,FCF,Farmácia Bioquímica,2020,"Pretos, Pardos e Indígenas (PPI)",,608.7,634.5,581.7,635.9,680.0,622.88,,,,,,
74,FCF,Farmácia Bioquímica,2020,"Pretos, Pardos e Indígenas (PPI)",,594.4,556.0,614.1,596.1,700.0,617.93,140.0,120.0,180.0,160.0,100.0,
76,FCFRP,Farmácia Bioquímica,2019,Escola Pública (EP),,642.9,687.7,607.6,561.4,980.0,723.885714285714,,,,,,
105,FFLCH,Filosofia,2020,"Pretos, Pardos e Indígenas (PPI)",,608.0,675.7,624.9,785.9,780.0,697.033333333333,160.0,160.0,160.0,140.0,160.0,
152,IF,Física (Bach),2019,Escola Pública (EP),,624.6,673.7,648.9,718.8,880.0,724.2125,160.0,180.0,200.0,180.0,160.0,
152,IF,Física (Bach),2020,Escola Pública (EP),,607.9,659.3,685.9,810.2,920.0,762.425,160.0,200.0,200.0,180.0,180.0,
152,IF,Física (Bach),2020,Escola Pública (EP),,595.8,647.9,626.6,703.4,840.0,697.9625,140.0,180.0,160.0,180.0,180.0,
114,FM,Fisioterapia,2020,Escola Pública (EP),,619.9,621.9,604.2,695.6,820.0,672.32,,,,,,
114,FM,Fisioterapia,2020,"Pretos, Pardos e Indígenas (PPI)",,624.5,620.2,613.8,674.4,840.0,674.58,,,,,,
114,FM,Fisioterapia,2020,"Pretos, Pardos e Indígenas (PPI)",,595.7,665.2,633.6,762.5,880.0,707.4,,,,,,
114,FM,Fisioterapia,2020,Escola Pública (EP),,642.0,690.0,627.0,798.0,880.0,727.4,,,,,,
114,FM,Fisioterapia,2020,Ampla Concorrência (AC),,631.5,667.9,630.1,771.0,960.0,732.1,,,,,,
114,FM,Fisioterapia,2020,Ampla Concorrência (AC),,680.0,700.0,670.0,706.0,920.0,735.2,,,,,,
114,FM,Fisioterapia,2020,Ampla Concorrência (AC),,639.7,680.3,736.7,834.3,960.0,770.2,,,,,,
114,FMRP,Fisioterapia,2020,"Pretos, Pardos e Indígenas (PPI)",,602.0,598.0,596.0,711.0,940.0,689.4,180.0,200.0,180.0,200.0,180.0,
107,FFLCH,Geografia,2020,Escola Pública (EP),,636.5,718.5,645.7,651.3,860.0,730.55,160.0,200.0,180.0,180.0,140.0,
107,FFLCH,Geografia,2020,Escola Pública (EP),,604.0,630.0,540.0,655.0,960.0,717.3,160.0,200.0,200.0,200.0,200.0,
107,FFLCH,Geografia,2020,"Pretos, Pardos e Indígenas (PPI)",,580.3,645.4,584.2,545.3,760.0,650.63,,,,,,
160,IGc,Geologia,2020,Escola Pública (EP),,603.3,658.2,598.0,700.8,880.0,664.12,160.0,200.0,160.0,200.0,160.0,
12,EACH,Gestão de Políticas Públicas,2017,"Pretos, Pardos e Indígenas (PPI)",,639.0,698.0,600.0,678.0,800.0,703.0,160.0,160.0,140.0,180.0,160.0,
12,EACH,Gestão de Políticas Públicas,2019,"Pretos, Pardos e Indígenas (PPI)",,646.0,680.1,597.0,755.0,760.0,703.92,160.0,200.0,200.0,120.0,80.0,
12,EACH,Gestão de Políticas Públicas,2020,Ampla Concorrência (AC),,606.4,642.5,605.0,770.2,840.0,716.32,,,,,,
109,FFLCH,História,2020,Escola Pública (EP),,545.0,667.0,559.0,550.0,840.0,672.0,,,,,,
111,FFLCH,Letras (Básico),2019,"Pretos, Pardos e Indígenas (PPI)",,620.0,650.0,430.0,580.0,880.0,682.5,200.0,120.0,160.0,200.0,200.0,
111,FFLCH,Letras (Básico),2019,"Pretos, Pardos e Indígenas (PPI)",,621.7,685.3,574.2,626.6,800.0,686.83,160.0,180.0,140.0,160.0,160.0,
111,FFLCH,Letras (Básico),2020,"Pretos, Pardos e Indígenas (PPI)",,663.0,685.0,587.4,705.4,900.0,736.28,160.0,180.0,200.0,200.0,160.0,
111,FFLCH,Letras (Básico),2020,"Pretos, Pardos e Indígenas (PPI)",,627.6,622.6,543.5,404.0,880.0,671.3,160.0,200.0,200.0,160.0,160.0,
111,FFLCH,Letras (Básico),2020,Escola Pública (EP),,583.8,621.8,599.6,726.7,980.0,728.03,180.0,200.0,200.0,200.0,200.0,
128,FOB,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,772.32,,,,,,
128,FOB,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,782.31,,,,,,
128,FOB,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,792.5,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,799.21,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,811.93,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,812.24,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,814.55,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,815.38,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,815.95,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,816.11,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,818.62,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,819.71,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,822.24,,,,,,
128,FOB,Medicina,2020,Escola Pública (EP),,,,,,,827.46,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,827.86,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,832.62,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,832.68,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,833.78,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,837.24,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,837.73,,,,,,
128,FOB,Medicina,2020,Ampla Concorrência (AC),,,,,,,845.19,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,607.7,659.5,694.1,801.7,940.0,738.1,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,640.3,649.4,655.8,849.4,960.0,743.9,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,664.4,730.3,690.1,785.3,960.0,755.82,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,655.8,709.9,725.2,829.5,860.0,756.98,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,601.1,705.5,658.1,899.6,960.0,758.8,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,679.2,671.8,697.4,832.9,940.0,759.25,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,704.2,720.2,696.0,812.3,920.0,762.28,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,703.0,677.5,693.7,872.4,880.0,762.6,,,,,,
113,FM,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,682.0,683.8,685.9,855.2,940.0,763.14,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,629.2,693.8,730.6,812.6,960.0,763.55,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,616.5,633.5,741.8,856.0,960.0,765.78,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,702.4,724.1,703.5,807.8,960.0,770.03,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,629.7,685.8,719.1,867.0,980.0,774.49,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,661.5,687.5,711.9,874.9,1000.0,782.33,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,668.2,697.9,757.4,849.7,940.0,783.92,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,650.2,721.1,761.4,862.1,980.0,794.96,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,654.5,714.5,740.5,964.2,880.0,796.35,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,653.2,721.9,762.2,920.5,900.0,796.96,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,644.0,702.9,749.0,932.9,940.0,797.4,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,660.6,723.2,734.4,924.4,960.0,799.88,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,741.8,707.0,792.1,858.2,880.0,800.05,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,650.7,708.5,763.1,906.6,960.0,800.82,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,638.0,730.9,753.4,918.0,960.0,801.35,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,650.7,698.9,808.1,909.0,880.0,801.43,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,660.1,715.2,756.9,942.8,940.0,806.66,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,691.3,706.4,735.0,949.7,960.0,808.04,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,683.8,735.8,739.1,976.5,920.0,812.7,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,644.3,692.3,803.4,907.5,980.0,813.02,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,655.5,697.8,764.0,963.3,960.0,813.32,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,685.1,708.9,774.1,919.4,980.0,815.58,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,635.4,657.8,800.0,970.2,960.0,816.69,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,682.3,737.3,790.2,934.0,920.0,818.6,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,708.3,677.5,802.5,929.5,940.0,819.24,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,650.0,750.0,745.0,982.0,960.0,819.32,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,660.6,791.8,755.3,963.0,920.0,819.62,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,678.2,709.3,794.2,914.5,980.0,819.64,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,736.2,741.9,767.3,882.5,1000.0,820.99,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,625.1,729.0,780.0,963.6,980.0,821.46,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,716.1,710.5,792.3,914.8,960.0,822.06,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,687.8,735.8,760.8,985.0,940.0,825.03,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,725.5,745.2,779.0,921.8,960.0,826.37,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,714.0,745.8,773.37,924.4,980.0,826.62,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,641.9,747.2,806.9,964.0,940.0,829.06,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,678.8,716.5,827.0,973.4,900.0,832.22,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,649.9,706.0,860.9,971.7,900.0,836.2,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,705.7,783.0,809.6,934.5,960.0,841.48,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,654.7,765.6,840.5,925.7,980.0,841.52,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,692.5,699.4,831.6,963.3,980.0,843.15,,,,,,
113,FM,Medicina,2020,Ampla Concorrência (AC),,745.3,822.7,828.6,962.9,820.0,844.55,,,,,,
113,FM,Medicina,2020,Escola Pública (EP),,632.8,784.7,772.8,875.0,920.0,799.32,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,676.4,733.6,756.6,910.4,940.0,828.0,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,626.2,665.7,626.0,857.0,920.0,762.24,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,626.9,683.3,658.5,780.9,960.0,763.63,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,764.98,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,767.76,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,770.24,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,591.0,619.3,690.4,896.5,960.0,774.48,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,612.6,665.6,690.0,878.0,940.0,774.49,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,617.0,666.9,673.4,828.9,960.0,776.06,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,779.23,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,780.84,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,624.9,670.8,703.5,815.6,960.0,781.74,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,960.0,782.08,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,787.21,,,,,,
117,FMRP,Medicina,2020,"Pretos, Pardos e Indígenas (PPI)",,,,,,,790.4,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,631.3,691.1,715.3,907.9,940.0,806.1,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,581.7,688.9,751.6,891.2,980.0,814.5,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,,,,,,816.14,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,,,,,,817.08,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,635.9,735.7,743.0,861.7,980.0,817.63,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,,,,,,817.73,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,,,,,,820.6,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,,,,,,820.7,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,,,,,,821.2,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,621.4,665.3,753.5,935.1,960.0,822.99,,,,,,
117,FMRP,Medicina,2020,Escola Pública (EP),,670.6,730.4,756.8,868.9,980.0,826.55,,,,,,
124,FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,608.5,661.3,675.4,847.5,920.0,743.95,,,,,,
124,FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,601.8,675.7,642.6,707.8,900.0,702.27,,,,,,
124,FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,606.9,665.7,641.5,762.5,900.0,712.9,,,,,,
124,FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,648.0,710.0,661.0,804.0,960.0,751.7,,,,,,
124,FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,662.8,649.0,671.7,848.2,820.0,732.61,,,,,,
124,FMVZ,Medicina Veterinária,2020,Ampla Concorrência (AC),,652.5,,658.9,813.9,940.0,,,,,,,
124,FMVZ,Medicina Veterinária,2020,Escola Pública (EP),,667.0,697.0,684.0,742.0,880.0,732.7,,,,,,
124,FMVZ,Medicina Veterinária,2020,Escola Pública (EP),,635.0,680.0,607.0,645.0,920.0,690.1,,,,,,
124,FMVZ,Medicina Veterinária,2020,Escola Pública (EP),,621.0,658.0,614.0,633.0,780.0,656.8,,,,,,
124,FMVZ,Medicina Veterinária,2020,Escola Pública (EP),,644.0,686.0,615.0,720.0,820.0,689.9,,,,,,
124,FMVZ,Medicina Veterinária,2020,"Pretos, Pardos e Indígenas (PPI)",,620.0,670.0,617.0,640.0,800.0,664.1,,,,,,
124,FMVZ,Medicina Veterinária,2020,"Pretos, Pardos e Indígenas (PPI)",,619.0,645.0,656.0,666.0,860.0,690.3,,,,,,
124,FMVZ,Medicina Veterinária,2020,"Pretos, Pardos e Indígenas (PPI)",,644.3,622.5,619.5,728.5,920.0,706.66,,,,,,
169,IO,Oceanografia,2020,Escola Pública (EP),,628.8,631.1,633.6,743.0,940.0,736.541666666667,160.0,200.0,180.0,200.0,200.0,
169,IO,Oceanografia,2020,Ampla Concorrência (AC),,597.8,552.9,592.3,757.6,940.0,718.183333333333,160.0,200.0,180.0,200.0,200.0,
169,IO,Oceanografia,2020,Escola Pública (EP),,607.4,602.9,563.6,671.7,800.0,660.3,160.0,180.0,140.0,160.0,160.0,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,647.2,638.0,693.8,724.3,740.0,693.0,160.0,120.0,160.0,160.0,140.0,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,618.7,659.0,619.2,690.1,920.0,701.5,160.0,200.0,160.0,200.0,200.0,
125,FO,Odontologia,2020,Escola Pública (EP),,612.4,649.2,667.9,701.7,920.0,710.2,160.0,160.0,200.0,200.0,160.0,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,661.1,645.9,653.0,710.3,880.0,710.77,,,,,,
125,FO,Odontologia,2019,"Pretos, Pardos e Indígenas (PPI)",,603.3,678.1,699.5,702.2,920.0,722.76,,,,,,
125,FO,Odontologia,2020,Escola Pública (EP),,617.3,624.3,674.6,785.5,920.0,724.34,160.0,200.0,160.0,200.0,200.0,
125,FO,Odontologia,2019,Escola Pública (EP),,612.6,681.8,695.0,775.5,900.0,732.8,160.0,200.0,160.0,200.0,160.0,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,642.3,670.0,674.2,737.6,940.0,732.82,160.0,200.0,160.0,200.0,200.0,
125,FO,Odontologia,2019,Escola Pública (EP),,732.2,708.3,676.2,736.4,820.0,737.01,160.0,160.0,160.0,160.0,200.0,
125,FO,Odontologia,2020,Escola Pública (EP),,706.6,717.0,649.6,781.6,820.0,743.3,160.0,160.0,,,,
125,FO,Odontologia,2020,Escola Pública (EP),,659.9,699.8,646.8,752.9,960.0,743.88,160.0,200.0,200.0,160.0,200.0,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,629.2,708.4,659.1,797.6,940.0,746.92,160.0,200.0,180.0,200.0,200.0,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,660.8,696.9,677.1,,960.0,764.3,160.0,200.0,200.0,200.0,200.0,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,627.0,741.5,671.1,861.0,940.0,765.0,160.0,200.0,200.0,180.0,200.0,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,673.2,721.6,703.7,829.0,940.0,773.5,160.0,200.0,200.0,180.0,200.0,
125,FO,Odontologia,2020,Ampla Concorrência (AC),,635.4,657.8,800.0,970.2,960.0,804.6,180.0,200.0,180.0,200.0,200.0,
170,IP,Psicologia,2020,Escola Pública (EP),,660.0,618.0,595.0,741.0,940.0,711.0,,,,,,
170,IP,Psicologia,2020,"Pretos, Pardos e Indígenas (PPI)",,661.2,716.7,578.6,708.8,960.0,725.0,,,,,,
170,IP,Psicologia,2020,"Pretos, Pardos e Indígenas (PPI)",,615.9,643.7,636.0,722.9,940.0,711.7,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,614.0,657.5,694.5,760.0,860.0,717.2,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,664.3,751.2,652.0,663.8,920.0,730.26,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,626.1,646.5,667.1,798.8,920.0,731.7,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,658.8,729.7,657.0,757.8,880.0,736.6,,,,,,
170,IP,Psicologia,2020,"Pretos, Pardos e Indígenas (PPI)",,660.5,684.7,587.2,800.5,960.0,738.53,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,658.6,662.0,663.9,770.3,960.0,742.96,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,615.7,719.6,658.6,846.7,880.0,744.12,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,644.6,694.6,657.8,804.9,920.0,744.38,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,656.5,707.6,680.3,804.9,900.0,749.44,,,,,,
170,IP,Psicologia,2020,Escola Pública (EP),,662.9,691.5,656.8,820.8,960.0,758.4,,,,,,
173,IQSC,Química,2020,Ampla Concorrência (AC),,590.0,680.0,644.0,710.0,920.0,704.705882352941,,,,,,
171,IQ,Química Integral (Bach e Lic),2018,Escola Pública (EP),,586.7,656.3,656.6,739.3,620.0,648.918181818182,,,,,,
171,IQ,Química Integral (Bach e Lic),2019,Ampla Concorrência (AC),,675.8,674.0,680.3,785.5,940.0,768.863636363636,,,,,,
171,IQ,Química Integral (Bach e Lic),2019,Ampla Concorrência (AC),,671.3,741.3,729.5,928.3,800.0,775.363636363636,,,,,,
171,IQ,Química Integral (Bach e Lic),2019,Escola Pública (EP),,609.2,657.9,642.9,769.2,740.0,687.581818181818,140.0,120.0,160.0,120.0,200.0,
171,IQ,Química Integral (Bach e Lic),2020,Escola Pública (EP),,627.6,640.9,644.6,819.7,920.0,748.118181818182,160.0,200.0,180.0,180.0,200.0,
171,IQ,Química Integral (Bach e Lic),2020,Escola Pública (EP),,601.1,687.8,718.5,820.9,900.0,762.481818181818,180.0,180.0,200.0,180.0,160.0,
171,IQ,Química Integral (Bach e Lic),2020,Ampla Concorrência (AC),,614.1,634.6,627.0,793.3,900.0,730.036363636364,140.0,180.0,200.0,180.0,200.0,
171,IQ,Química Integral (Bach e Lic),2020,Escola Pública (EP),,632.5,622.2,631.5,693.5,800.0,688.063636363636,,,,,,
172,IQ,Química Noturno (Bach e Lic),2018,"Pretos, Pardos e Indígenas (PPI)",,621.4,641.3,648.0,637.2,900.0,709.318181818182,160.0,200.0,160.0,200.0,180.0,
172,IQ,Química Noturno (Bach e Lic),2019,"Pretos, Pardos e Indígenas (PPI)",,613.6,646.4,614.4,719.7,820.0,692.381818181818,,,,,,
172,IQ,Química Noturno (Bach e Lic),2019,Escola Pública (EP),,687.0,722.1,651.6,697.1,900.0,740.463636363636,160.0,200.0,180.0,180.0,180.0,
172,IQ,Química Noturno (Bach e Lic),2019,Ampla Concorrência (AC),,616.1,620.9,614.9,769.4,940.0,732.418181818182,160.0,200.0,200.0,200.0,180.0,
172,IQ,Química Noturno (Bach e Lic),2019,Escola Pública (EP),,628.4,669.1,648.3,742.1,680.0,672.272727272727,,,,,,
172,IQ,Química Noturno (Bach e Lic),2020,Ampla Concorrência (AC),,645.7,650.8,621.5,838.9,820.0,722.227272727273,200.0,140.0,160.0,120.0,200.0,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,633.0,627.0,587.0,734.0,820.0,690.0,,,,,,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,635.0,712.0,695.0,740.0,920.0,745.0,,,,,,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,553.0,599.5,518.0,621.0,880.0,647.22,,,,,,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,606.6,603.6,631.5,693.7,920.0,697.7,,,,,,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,664.3,668.9,613.5,760.1,800.0,711.21,,,,,,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,635.0,687.0,620.5,732.9,880.0,721.14,,,,,,
174,IRI,Relações Internacionais,2020,Escola Pública (EP),,651.0,665.4,641.6,803.7,820.0,724.64,,,,,,
174,IRI,Relações Internacionais,2020,Escola Pública (EP),,624.6,640.1,627.0,708.7,980.0,725.97,,,,,,
174,IRI,Relações Internacionais,2020,"Pretos, Pardos e Indígenas (PPI)",,607.0,657.0,618.0,813.0,900.0,730.66,,,,,,
174,IRI,Relações Internacionais,2020,Escola Pública (EP),,623.4,649.8,603.9,800.4,940.0,736.79,,,,,,
174,IRI,Relações Internacionais,2020,Escola Pública (EP),,643.0,696.5,653.1,748.6,920.0,741.03,,,,,,
174,IRI,Relações Internacionais,2020,Escola Pública (EP),,665.9,699.3,613.4,831.4,880.0,751.84,,,,,,
174,IRI,Relações Internacionais,2020,Escola Pública (EP),,663.0,713.0,627.0,750.0,960.0,755.53,,,,,,
174,IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,657.7,751.2,714.9,870.9,980.0,803.83,,,,,,
174,IRI,Relações Internacionais,2020,Ampla Concorrência (AC),,689.5,769.4,720.5,963.5,960.0,831.63,,,,,,
0,EACH,Sistemas de Informação,2020,Ampla Concorrência (AC),,682.7,678.8,670.1,844.7,940.0,779.85,180.0,200.0,180.0,180.0,200.0,
0,EACH,Sistemas de Informação,2020,Escola Pública (EP),,629.8,644.1,652.5,730.1,920.0,723.9,,,,,,
0,EACH,Sistemas de Informação,2020,Escola Pública (EP),,643.3,672.9,560.5,757.3,900.0,715.24,180.0,140.0,180.0,200.0,200.0,
0,EACH,Sistemas de Informação,2020,Escola Pública (EP),,585.5,681.6,579.4,739.8,960.0,715.08,,,,,,
12,EACH,Gestão de Políticas Públicas,2021,Escola Pública (EP),Primeira,750.0,790.0,700.0,670.0,960.0,713.0,200.0,200.0,200.0,160.0,200.0,
0,EACH,Sistemas de Informação,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,659.3,666.7,627.1,703.6,880.0,707.34,160.0,180.0,160.0,180.0,200.0,
24,ECA,Com. Social: Editoração,2020,Ampla Concorrência (AC),Primeira,669.6,688.0,640.9,838.7,980.0,793.0,180.0,200.0,200.0,200.0,200.0,https://drive.google.com/open?id=1OWcisZ_cYUSVgdDGupYAZMeEqNMk9LJR
24,ECA,Com. Social: Editoração,2021,Escola Pública (EP),Primeira,626.1,717.5,590.9,636.6,980.0,761.63,,,,,,
27,ECA,Relações Públicas,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,697.0,659.3,583.7,657.2,920.0,757.32,160.0,200.0,200.0,160.0,200.0,
